sex,init_bmi,chng_bmi,age,n_microbiol,pancreatic_enzyme_suppl,lag_fev,lag_bmi,pred,lower,upper,ageg,vary,weight_cat
F,18.5,12.200000000000001,10,14.521808818119705,TRUE,70,30.700000000000003,14.983037622046837,11.692142244738303,18.27393299935537,Child,Change in BMI,Healthy weight
F,18.5,12.3,10,14.521808818119705,TRUE,70,30.8,14.964541814612623,11.631328148348267,18.29775548087698,Child,Change in BMI,Healthy weight
F,18.5,12.4,10,14.521808818119705,TRUE,70,30.9,14.944906659250107,11.569170468644614,18.3206428498556,Child,Change in BMI,Healthy weight
F,18.5,12.5,10,14.521808818119705,TRUE,70,31,14.92414527295755,11.505679507268358,18.34261103864674,Child,Change in BMI,Healthy weight
F,18.5,12.600000000000001,10,14.521808818119705,TRUE,70,31.1,14.902270683869109,11.440865268175422,18.363676099562795,Child,Change in BMI,Healthy weight
F,18.5,12.700000000000001,10,14.521808818119705,TRUE,70,31.200000000000003,14.87929583125493,11.37473745899759,18.38385420351227,Child,Change in BMI,Healthy weight
F,18.5,12.8,10,14.521808818119705,TRUE,70,31.3,14.85523356552104,11.307305492513045,18.403161638529035,Child,Change in BMI,Healthy weight
F,18.5,12.9,10,14.521808818119705,TRUE,70,31.4,14.830096648209455,11.238578488228748,18.42161480819016,Child,Change in BMI,Healthy weight
F,18.5,13,10,14.521808818119705,TRUE,70,31.5,14.803897751998079,11.168565274076087,18.43923022992007,Child,Change in BMI,Healthy weight
F,18.5,13.100000000000001,10,14.521808818119705,TRUE,70,31.6,14.776649460700801,11.097274388221871,18.456024533179733,Child,Change in BMI,Healthy weight
F,18.5,13.200000000000001,10,14.521808818119705,TRUE,70,31.700000000000003,14.748364269267395,11.024714080995844,18.472014457538947,Child,Change in BMI,Healthy weight
F,18.5,13.3,10,14.521808818119705,TRUE,70,31.8,14.71905458378362,10.950892316936578,18.487216850630663,Child,Change in BMI,Healthy weight
F,18.5,13.4,10,14.521808818119705,TRUE,70,31.9,14.688732721471137,10.87581677695663,18.501648665985645,Child,Change in BMI,Healthy weight
F,18.5,13.5,10,14.521808818119705,TRUE,70,32,14.657410910687549,10.799494860628409,18.51532696074669,Child,Change in BMI,Healthy weight
F,18.5,13.600000000000001,10,14.521808818119705,TRUE,70,32.1,14.625101290926407,10.721933688591555,18.52826889326126,Child,Change in BMI,Healthy weight
F,18.5,13.700000000000001,10,14.521808818119705,TRUE,70,32.2,14.591815912817193,10.643140105082635,18.540491720551753,Child,Change in BMI,Healthy weight
F,18.5,13.8,10,14.521808818119705,TRUE,70,32.3,14.557566738125333,10.563120680587776,18.55201279566289,Child,Change in BMI,Healthy weight
F,18.5,13.9,10,14.521808818119705,TRUE,70,32.4,14.52236563975216,10.481881714618556,18.562849564885763,Child,Change in BMI,Healthy weight
F,18.5,14,10,14.521808818119705,TRUE,70,32.5,14.486224401734969,10.399429238611482,18.573019564858456,Child,Change in BMI,Healthy weight
F,18.5,14.100000000000001,10,14.521808818119705,TRUE,70,32.6,14.449154719246987,10.315769018950817,18.582540419543157,Child,Change in BMI,Healthy weight
F,18.5,14.200000000000001,10,14.521808818119705,TRUE,70,32.7,14.411168198597384,10.230906560114612,18.591429837080156,Child,Change in BMI,Healthy weight
F,18.5,14.3,10,14.521808818119705,TRUE,70,32.8,14.372276357231259,10.144847107943406,18.599705606519112,Child,Change in BMI,Healthy weight
F,18.5,14.4,10,14.521808818119705,TRUE,70,32.9,14.33249062372963,10.057595653030841,18.60738559442842,Child,Change in BMI,Healthy weight
F,18.5,14.5,10,14.521808818119705,TRUE,70,33,14.291822337809482,9.96915693423528,18.614487741383684,Child,Change in BMI,Healthy weight
F,18.5,14.600000000000001,10,14.521808818119705,TRUE,70,33.1,14.250282750323723,9.879535442311024,18.621030058336423,Child,Change in BMI,Healthy weight
F,18.5,14.700000000000001,10,14.521808818119705,TRUE,70,33.2,14.207883023261175,9.788735423657775,18.627030622864574,Child,Change in BMI,Healthy weight
F,18.5,14.8,10,14.521808818119705,TRUE,70,33.3,14.164634229746653,9.696760884186617,18.63250757530669,Child,Change in BMI,Healthy weight
F,18.5,14.9,10,14.521808818119705,TRUE,70,33.4,14.120547354040843,9.603615593300232,18.637479114781456,Child,Change in BMI,Healthy weight
F,18.5,15,10,14.521808818119705,TRUE,70,33.5,14.075633291540417,9.509303087985524,18.64196349509531,Child,Change in BMI,Healthy weight
F,18.5,15.100000000000001,10,14.521808818119705,TRUE,70,33.6,14.029902848777933,9.413826677015603,18.645979020540263,Child,Change in BMI,Healthy weight
F,18.5,15.200000000000001,10,14.521808818119705,TRUE,70,33.7,13.983366743421943,9.317189445258801,18.649544041585084,Child,Change in BMI,Healthy weight
F,18.5,15.3,10,14.521808818119705,TRUE,70,33.8,13.93603560427691,9.219394258091281,18.65267695046254,Child,Change in BMI,Healthy weight
F,18.5,15.4,10,14.521808818119705,TRUE,70,33.9,13.88791997128321,9.120443765910078,18.655396176656343,Child,Change in BMI,Healthy weight
F,18.5,15.5,10,14.521808818119705,TRUE,70,34,13.839030295517187,9.020340408743127,18.657720182291246,Child,Change in BMI,Healthy weight
F,18.5,15.600000000000001,10,14.521808818119705,TRUE,70,34.1,13.789376939191106,8.91908642095218,18.659667457430032,Child,Change in BMI,Healthy weight
F,18.5,15.700000000000001,10,14.521808818119705,TRUE,70,34.2,13.738970175653185,8.816683836024769,18.6612565152816,Child,Change in BMI,Healthy weight
F,18.5,15.8,10,14.521808818119705,TRUE,70,34.3,13.68782018938755,8.71313449145078,18.66250588732432,Child,Change in BMI,Healthy weight
F,18.5,15.9,10,14.521808818119705,TRUE,70,34.4,13.635937076014288,8.608440033679223,18.663434118349354,Child,Change in BMI,Healthy weight
F,18.5,16,10,14.521808818119705,TRUE,70,34.5,13.583330842289401,8.502601923150335,18.66405976142847,Child,Change in BMI,Healthy weight
F,18.5,16.1,10,14.521808818119705,TRUE,70,34.6,13.530011406104855,8.39562143939817,18.66440137281154,Child,Change in BMI,Healthy weight
F,18.5,16.2,10,14.521808818119705,TRUE,70,34.7,13.475988596488524,8.28749968621839,18.664477506758658,Child,Change in BMI,Healthy weight
F,18.5,16.3,10,14.521808818119705,TRUE,70,34.8,13.421272153604251,8.178237596896057,18.664306710312445,Child,Change in BMI,Healthy weight
F,18.5,16.400000000000002,10,14.521808818119705,TRUE,70,34.900000000000006,13.365871728751772,8.067835939487757,18.663907518015787,Child,Change in BMI,Healthy weight
F,18.5,16.5,10,14.521808818119705,TRUE,70,35,13.309796884366799,7.9562953221526005,18.663298446580995,Child,Change in BMI,Healthy weight
F,18.5,16.6,10,14.521808818119705,TRUE,70,35.1,13.253057094020946,7.843616198525939,18.662497989515952,Child,Change in BMI,Healthy weight
F,18.5,16.7,10,14.521808818119705,TRUE,70,35.2,13.195661742421784,7.729798873130249,18.661524611713318,Child,Change in BMI,Healthy weight
F,18.5,16.8,10,14.521808818119705,TRUE,70,35.3,13.137620125412838,7.614843506816788,18.660396744008885,Child,Change in BMI,Healthy weight
F,18.5,16.900000000000002,10,14.521808818119705,TRUE,70,35.400000000000006,13.078941449973515,7.498750122231941,18.659132777715087,Child,Change in BMI,Healthy weight
F,18.5,17,10,14.521808818119705,TRUE,70,35.5,13.019634834219227,7.3815186093022565,18.657751059136196,Child,Change in BMI,Healthy weight
F,18.5,17.1,10,14.521808818119705,TRUE,70,35.6,12.959709307401257,7.263148730731322,18.656269884071193,Child,Change in BMI,Healthy weight
F,18.5,17.2,10,14.521808818119705,TRUE,70,35.7,12.899173809906863,7.143640127502793,18.654707492310934,Child,Change in BMI,Healthy weight
F,18.5,17.3,10,14.521808818119705,TRUE,70,35.8,12.838037193259252,7.022992324382608,18.653082062135894,Child,Change in BMI,Healthy weight
F,18.5,17.400000000000002,10,14.521808818119705,TRUE,70,35.900000000000006,12.776308220117492,6.901204735414238,18.651411704820745,Child,Change in BMI,Healthy weight
F,18.5,17.5,10,14.521808818119705,TRUE,70,36,12.713995564276708,6.778276669400815,18.6497144591526,Child,Change in BMI,Healthy weight
F,18.5,17.6,10,14.521808818119705,TRUE,70,36.1,12.651107810667847,6.654207335367101,18.648008285968594,Child,Change in BMI,Healthy weight
F,18.5,17.7,10,14.521808818119705,TRUE,70,36.2,12.587653455357847,6.5289958479958194,18.646311062719874,Child,Change in BMI,Healthy weight
F,18.5,17.8,10,14.521808818119705,TRUE,70,36.3,12.523640905549593,6.402641233031442,18.644640578067744,Child,Change in BMI,Healthy weight
F,18.5,17.900000000000002,10,14.521808818119705,TRUE,70,36.400000000000006,12.459078479581862,6.275142432645488,18.643014526518236,Child,Change in BMI,Healthy weight
F,18.5,18,10,14.521808818119705,TRUE,70,36.5,12.393974406929411,6.146498310757414,18.64145050310141,Child,Change in BMI,Healthy weight
F,18.5,18.1,10,14.521808818119705,TRUE,70,36.6,12.328336828202904,6.016707658304727,18.63996599810108,Child,Change in BMI,Healthy weight
F,18.5,18.2,10,14.521808818119705,TRUE,70,36.7,12.262173795148954,5.885769198456969,18.638578391840937,Child,Change in BMI,Healthy weight
F,18.5,18.3,10,14.521808818119705,TRUE,70,36.8,12.195493270650127,5.753681591767464,18.63730494953279,Child,Change in BMI,Healthy weight
F,18.5,18.400000000000002,10,14.521808818119705,TRUE,70,36.900000000000006,12.12830312872487,5.620443441257486,18.636162816192254,Child,Change in BMI,Healthy weight
F,18.5,18.5,10,14.521808818119705,TRUE,70,37,12.060611154527635,5.486053297427682,18.63516901162759,Child,Change in BMI,Healthy weight
F,18.5,18.6,10,14.521808818119705,TRUE,70,37.1,11.992425044348764,5.350509663191087,18.63434042550644,Child,Change in BMI,Healthy weight
F,18.5,18.7,10,14.521808818119705,TRUE,70,37.2,11.923752405614541,5.213810998723345,18.633693812505737,Child,Change in BMI,Healthy weight
F,18.5,18.8,10,14.521808818119705,TRUE,70,37.3,11.85460075688722,5.075955726225037,18.633245787549402,Child,Change in BMI,Healthy weight
F,18.5,18.900000000000002,10,14.521808818119705,TRUE,70,37.400000000000006,11.784977527864939,4.936942234591591,18.633012821138287,Child,Change in BMI,Healthy weight
F,18.5,19,10,14.521808818119705,TRUE,70,37.5,11.714890059381814,4.7967688839868465,18.63301123477678,Child,Change in BMI,Healthy weight
F,18.5,19.1,10,14.521808818119705,TRUE,70,37.6,11.644345603407873,4.6554340103157115,18.633257196500033,Child,Change in BMI,Healthy weight
F,18.5,19.200000000000003,10,14.521808818119705,TRUE,70,37.7,11.573351323049105,4.512935929592642,18.63376671650557,Child,Change in BMI,Healthy weight
F,18.5,19.3,10,14.521808818119705,TRUE,70,37.8,11.501914292547415,4.369272942202024,18.634555642892806,Child,Change in BMI,Healthy weight
F,18.5,19.400000000000002,10,14.521808818119705,TRUE,70,37.900000000000006,11.430041497280627,4.224443337047435,18.635639657513817,Child,Change in BMI,Healthy weight
F,18.5,19.5,10,14.521808818119705,TRUE,70,38,11.35773983376254,4.078445395586811,18.63703427193827,Child,Change in BMI,Healthy weight
F,18.5,19.6,10,14.521808818119705,TRUE,70,38.1,11.285016109642884,3.9312773957505476,18.63875482353522,Child,Change in BMI,Healthy weight
F,18.5,19.700000000000003,10,14.521808818119705,TRUE,70,38.2,11.211877043707297,3.78293761574041,18.640816471674185,Child,Change in BMI,Healthy weight
F,18.5,19.8,10,14.521808818119705,TRUE,70,38.3,11.138329265877374,3.6334243377069226,18.643234194047825,Child,Change in BMI,Healthy weight
F,18.5,19.900000000000002,10,14.521808818119705,TRUE,70,38.400000000000006,11.064379317210634,3.482735851303362,18.646022783117907,Child,Change in BMI,Healthy weight
F,18.5,20,10,14.521808818119705,TRUE,70,38.5,10.990033649900557,3.3308704571148517,18.649196842686262,Child,Change in BMI,Healthy weight
F,19.8,0,10,14.521808818119705,TRUE,70,19.8,4.79772643569091,4.445752551756921,5.149700319624899,Child,Change in BMI,Overweight
F,19.8,0.1,10,14.521808818119705,TRUE,70,19.900000000000002,5.01554139557838,4.663886461320991,5.367196329835768,Child,Change in BMI,Overweight
F,19.8,0.2,10,14.521808818119705,TRUE,70,20,5.230170190176991,4.877838687448517,5.582501692905464,Child,Change in BMI,Overweight
F,19.8,0.30000000000000004,10,14.521808818119705,TRUE,70,20.1,5.441635911476147,5.087721443342034,5.795550379610259,Child,Change in BMI,Overweight
F,19.8,0.4,10,14.521808818119705,TRUE,70,20.2,5.649961562601187,5.293642360340086,6.0062807648622885,Child,Change in BMI,Overweight
F,19.8,0.5,10,14.521808818119705,TRUE,70,20.3,5.855170057813394,5.495702992316652,6.214637123310137,Child,Change in BMI,Overweight
F,19.8,0.6000000000000001,10,14.521808818119705,TRUE,70,20.400000000000002,6.057284222509975,5.69399774292207,6.42057070209788,Child,Change in BMI,Overweight
F,19.8,0.7000000000000001,10,14.521808818119705,TRUE,70,20.5,6.256326793224079,5.888613197326,6.6240403891221575,Child,Change in BMI,Overweight
F,19.8,0.8,10,14.521808818119705,TRUE,70,20.6,6.4523204176247955,6.079627813050505,6.825013022199086,Child,Change in BMI,Overweight
F,19.8,0.9,10,14.521808818119705,TRUE,70,20.7,6.645287654517155,6.267111910051702,7.023463398982607,Child,Change in BMI,Overweight
F,19.8,1,10,14.521808818119705,TRUE,70,20.8,6.8352509738420935,6.4511278960555565,7.21937405162863,Child,Change in BMI,Overweight
F,19.8,1.1,10,14.521808818119705,TRUE,70,20.900000000000002,7.022232756676532,6.631730666176783,7.412734847176281,Child,Change in BMI,Overweight
F,19.8,1.2000000000000002,10,14.521808818119705,TRUE,70,21,7.206255295233271,6.808968123082966,7.603542467383576,Child,Change in BMI,Overweight
F,19.8,1.3,10,14.521808818119705,TRUE,70,21.1,7.387340792861102,6.982881773037191,7.791799812685014,Child,Change in BMI,Overweight
F,19.8,1.4000000000000001,10,14.521808818119705,TRUE,70,21.2,7.565511364044711,7.153507362410216,7.9775153656792055,Child,Change in BMI,Overweight
F,19.8,1.5,10,14.521808818119705,TRUE,70,21.3,7.74078903440475,7.320875527712456,8.160702541097043,Child,Change in BMI,Overweight
F,19.8,1.6,10,14.521808818119705,TRUE,70,21.400000000000002,7.913195740697784,7.485012439376793,8.341379042018776,Child,Change in BMI,Overweight
F,19.8,1.7000000000000002,10,14.521808818119705,TRUE,70,21.5,8.082753330816338,7.64594042529966,8.519566236333016,Child,Change in BMI,Overweight
F,19.8,1.8,10,14.521808818119705,TRUE,70,21.6,8.249483563788848,7.803678564598181,8.695288562979515,Child,Change in BMI,Overweight
F,19.8,1.9000000000000001,10,14.521808818119705,TRUE,70,21.7,8.4134081097797,7.958243245353278,8.868572974206124,Child,Change in BMI,Overweight
F,19.8,2,10,14.521808818119705,TRUE,70,21.8,8.574548550089219,8.109648682503533,9.039448417674905,Child,Change in BMI,Overweight
F,19.8,2.1,10,14.521808818119705,TRUE,70,21.900000000000002,8.732926377153657,8.25790739375131,9.207945360556003,Child,Change in BMI,Overweight
F,19.8,2.2,10,14.521808818119705,TRUE,70,22,8.888562994545207,8.403030632531554,9.374095356558861,Child,Change in BMI,Overweight
F,19.8,2.3000000000000003,10,14.521808818119705,TRUE,70,22.1,9.041479716972002,8.545028777931126,9.537930656012879,Child,Change in BMI,Overweight
F,19.8,2.4000000000000004,10,14.521808818119705,TRUE,70,22.200000000000003,9.19169777027811,8.683911682051805,9.699483858504413,Child,Change in BMI,Overweight
F,19.8,2.5,10,14.521808818119705,TRUE,70,22.3,9.339238291443516,8.819688975768962,9.858787607118071,Child,Change in BMI,Overweight
F,19.8,2.6,10,14.521808818119705,TRUE,70,22.400000000000002,9.484122328584174,8.952370334207966,10.015874322960382,Child,Change in BMI,Overweight
F,19.8,2.7,10,14.521808818119705,TRUE,70,22.5,9.626370840951948,9.081965703575953,10.170775978327942,Child,Change in BMI,Overweight
F,19.8,2.8000000000000003,10,14.521808818119705,TRUE,70,22.6,9.766004698934662,9.208485491266055,10.323523906603269,Child,Change in BMI,Overweight
F,19.8,2.9000000000000004,10,14.521808818119705,TRUE,70,22.700000000000003,9.903044684056049,9.331940721399242,10.474148646712855,Child,Change in BMI,Overweight
F,19.8,3,10,14.521808818119705,TRUE,70,22.8,10.037511488975793,9.45234315818538,10.622679819766207,Child,Change in BMI,Overweight
F,19.8,3.1,10,14.521808818119705,TRUE,70,22.900000000000002,10.169425717489517,9.569705399663013,10.769146035316021,Child,Change in BMI,Overweight
F,19.8,3.2,10,14.521808818119705,TRUE,70,23,10.298807884528774,9.68404094451194,10.913574824545607,Child,Change in BMI,Overweight
F,19.8,3.3000000000000003,10,14.521808818119705,TRUE,70,23.1,10.42567841616106,9.795364234717455,11.055992597604666,Child,Change in BMI,Overweight
F,19.8,3.4000000000000004,10,14.521808818119705,TRUE,70,23.200000000000003,10.550057649589794,9.903690676897536,11.196424622282052,Child,Change in BMI,Overweight
F,19.8,3.5,10,14.521808818119705,TRUE,70,23.3,10.671965833154346,10.009036645084112,11.334895021224579,Child,Change in BMI,Overweight
F,19.8,3.6,10,14.521808818119705,TRUE,70,23.400000000000002,10.791423126330017,10.111419467678632,11.471426784981402,Child,Change in BMI,Overweight
F,19.8,3.7,10,14.521808818119705,TRUE,70,23.5,10.908449599728039,10.210857401186393,11.606041798269684,Child,Change in BMI,Overweight
F,19.8,3.8000000000000003,10,14.521808818119705,TRUE,70,23.6,11.023065235095585,10.307369593179551,11.738760877011618,Child,Change in BMI,Overweight
F,19.8,3.9000000000000004,10,14.521808818119705,TRUE,70,23.700000000000003,11.135289925315766,10.400976036753788,11.869603813877744,Child,Change in BMI,Overweight
F,19.8,4,10,14.521808818119705,TRUE,70,23.8,11.245143474407621,10.491697518537148,11.998589430278095,Child,Change in BMI,Overweight
F,19.8,4.1000000000000005,10,14.521808818119705,TRUE,70,23.900000000000002,11.35264559752614,10.57955556208981,12.125735632962469,Child,Change in BMI,Overweight
F,19.8,4.2,10,14.521808818119705,TRUE,70,24,11.45781592096223,10.664572368308574,12.251059473615884,Child,Change in BMI,Overweight
F,19.8,4.3,10,14.521808818119705,TRUE,70,24.1,11.560673982142761,10.746770754227015,12.374577210058508,Child,Change in BMI,Overweight
F,19.8,4.4,10,14.521808818119705,TRUE,70,24.200000000000003,11.661239229630498,10.826174091386786,12.49630436787421,Child,Change in BMI,Overweight
F,19.8,4.5,10,14.521808818119705,TRUE,70,24.3,11.759531023124195,10.90280624475313,12.61625580149526,Child,Change in BMI,Overweight
F,19.8,4.6000000000000005,10,14.521808818119705,TRUE,70,24.400000000000002,11.855568633458489,10.976691512959945,12.734445753957033,Child,Change in BMI,Overweight
F,19.8,4.7,10,14.521808818119705,TRUE,70,24.5,11.949371242603998,11.047854570501293,12.850887914706703,Child,Change in BMI,Overweight
F,19.8,4.800000000000001,10,14.521808818119705,TRUE,70,24.6,12.040957943667255,11.116320412335334,12.965595474999176,Child,Change in BMI,Overweight
F,19.8,4.9,10,14.521808818119705,TRUE,70,24.700000000000003,12.130347740890713,11.182114301236266,13.078581180545159,Child,Change in BMI,Overweight
F,19.8,5,10,14.521808818119705,TRUE,70,24.8,12.217559549652798,11.2452617181176,13.189857381187995,Child,Change in BMI,Overweight
F,19.8,5.1000000000000005,10,14.521808818119705,TRUE,70,24.900000000000002,12.30261219646784,11.305788315455612,13.299436077480067,Child,Change in BMI,Overweight
F,19.8,5.2,10,14.521808818119705,TRUE,70,25,12.385524418986126,11.363719873864571,13.40732896410768,Child,Change in BMI,Overweight
F,19.8,5.300000000000001,10,14.521808818119705,TRUE,70,25.1,12.466314865993873,11.419082261812076,13.51354747017567,Child,Change in BMI,Overweight
F,19.8,5.4,10,14.521808818119705,TRUE,70,25.200000000000003,12.545002097413226,11.471901398413664,13.618102796412789,Child,Change in BMI,Overweight
F,19.8,5.5,10,14.521808818119705,TRUE,70,25.3,12.621604584302283,11.522203219207865,13.7210059493967,Child,Change in BMI,Overweight
F,19.8,5.6000000000000005,10,14.521808818119705,TRUE,70,25.400000000000002,12.69614070885507,11.570013644784808,13.822267772925333,Child,Change in BMI,Overweight
F,19.8,5.7,10,14.521808818119705,TRUE,70,25.5,12.768628764401527,11.615358552122093,13.92189897668096,Child,Change in BMI,Overweight
F,19.8,5.800000000000001,10,14.521808818119705,TRUE,70,25.6,12.839086955407579,11.658263748469054,14.019910162346104,Child,Change in BMI,Overweight
F,19.8,5.9,10,14.521808818119705,TRUE,70,25.700000000000003,12.907533397475039,11.698754947613244,14.116311847336833,Child,Change in BMI,Overweight
F,19.8,6,10,14.521808818119705,TRUE,70,25.8,12.973986117341687,11.736857748361318,14.211114486322055,Child,Change in BMI,Overweight
F,19.8,6.1000000000000005,10,14.521808818119705,TRUE,70,25.900000000000002,13.038463052881216,11.772597615066925,14.304328490695507,Child,Change in BMI,Overweight
F,19.8,6.2,10,14.521808818119705,TRUE,70,26,13.100982053103282,11.805999860042807,14.395964246163757,Child,Change in BMI,Overweight
F,19.8,6.300000000000001,10,14.521808818119705,TRUE,70,26.1,13.161560878153459,11.837089627699775,14.486032128607143,Child,Change in BMI,Overweight
F,19.8,6.4,10,14.521808818119705,TRUE,70,26.200000000000003,13.220217199313263,11.86589188026304,14.574542518363485,Child,Change in BMI,Overweight
F,19.8,6.5,10,14.521808818119705,TRUE,70,26.3,13.276968599000138,11.892431384924413,14.661505813075864,Child,Change in BMI,Overweight
F,19.8,6.6000000000000005,10,14.521808818119705,TRUE,70,26.400000000000002,13.331832570767475,11.916732702298095,14.746932439236854,Child,Change in BMI,Overweight
F,19.8,6.7,10,14.521808818119705,TRUE,70,26.5,13.384826519304598,11.938820176056778,14.830832862552418,Child,Change in BMI,Overweight
F,19.8,6.800000000000001,10,14.521808818119705,TRUE,70,26.6,13.435967760436759,11.958717923634094,14.913217597239424,Child,Change in BMI,Overweight
F,19.8,6.9,10,14.521808818119705,TRUE,70,26.700000000000003,13.485273521125169,11.976449827888658,14.99409721436168,Child,Change in BMI,Overweight
F,19.8,7,10,14.521808818119705,TRUE,70,26.8,13.532760939466941,11.99203952963339,15.073482349300493,Child,Change in BMI,Overweight
F,19.8,7.1000000000000005,10,14.521808818119705,TRUE,70,26.900000000000002,13.578447064695165,12.005510420942768,15.151383708447563,Child,Change in BMI,Overweight
F,19.8,7.2,10,14.521808818119705,TRUE,70,27,13.622348857178823,12.016885639157987,15.227812075199658,Child,Change in BMI,Overweight
F,19.8,7.300000000000001,10,14.521808818119705,TRUE,70,27.1,13.664483188422865,12.026188061518162,15.302778315327568,Child,Change in BMI,Overweight
F,19.8,7.4,10,14.521808818119705,TRUE,70,27.200000000000003,13.704866841068165,12.033440300352103,15.376293381784228,Child,Change in BMI,Overweight
F,19.8,7.5,10,14.521808818119705,TRUE,70,27.3,13.743516508891542,12.038664698772111,15.448368319010973,Child,Change in BMI,Overweight
F,19.8,7.6000000000000005,10,14.521808818119705,TRUE,70,27.400000000000002,13.780448796805743,12.04188332681698,15.519014266794507,Child,Change in BMI,Overweight
F,19.8,7.7,10,14.521808818119705,TRUE,70,27.5,13.81568022085945,12.043117977996985,15.588242463721915,Child,Change in BMI,Overweight
F,19.8,7.800000000000001,10,14.521808818119705,TRUE,70,27.6,13.849227208237286,12.042390166198679,15.656064250275893,Child,Change in BMI,Overweight
F,19.8,7.9,10,14.521808818119705,TRUE,70,27.700000000000003,13.881106097259813,12.039721122911786,15.722491071607841,Child,Change in BMI,Overweight
F,19.8,8,10,14.521808818119705,TRUE,70,27.8,13.911333137383522,12.03513179474482,15.787534480022224,Child,Change in BMI,Overweight
F,19.8,8.1,10,14.521808818119705,TRUE,70,27.9,13.93992448920084,12.028642841199742,15.851206137201936,Child,Change in BMI,Overweight
F,19.8,8.200000000000001,10,14.521808818119705,TRUE,70,28,13.966896224440132,12.020274632679389,15.913517816200876,Child,Change in BMI,Overweight
F,19.8,8.3,10,14.521808818119705,TRUE,70,28.1,13.992264325965705,12.010047248704554,15.974481403226855,Child,Change in BMI,Overweight
F,19.8,8.4,10,14.521808818119705,TRUE,70,28.200000000000003,14.016044687777798,11.997980476320366,16.03410889923523,Child,Change in BMI,Overweight
F,19.8,8.5,10,14.521808818119705,TRUE,70,28.3,14.038253115012587,11.984093808674096,16.092412421351078,Child,Change in BMI,Overweight
F,19.8,8.6,10,14.521808818119705,TRUE,70,28.4,14.058905323942186,11.968406443748854,16.149404204135518,Child,Change in BMI,Overweight
F,19.8,8.700000000000001,10,14.521808818119705,TRUE,70,28.5,14.078016941974635,11.95093728323957,16.205096600709698,Child,Change in BMI,Overweight
F,19.8,8.8,10,14.521808818119705,TRUE,70,28.6,14.09560350765393,11.931704931559613,16.259502083748245,Child,Change in BMI,Overweight
F,19.8,8.9,10,14.521808818119705,TRUE,70,28.700000000000003,14.111680470659971,11.91072769496779,16.312633246352153,Child,Change in BMI,Overweight
F,19.8,9,10,14.521808818119705,TRUE,70,28.8,14.126263191808636,11.888023580807285,16.364502802809987,Child,Change in BMI,Overweight
F,19.8,9.1,10,14.521808818119705,TRUE,70,28.9,14.13936694305169,11.863610296848957,16.415123589254424,Child,Change in BMI,Overweight
F,19.8,9.200000000000001,10,14.521808818119705,TRUE,70,29,14.151006907476896,11.83750525073309,16.4645085642207,Child,Change in BMI,Overweight
F,19.8,9.3,10,14.521808818119705,TRUE,70,29.1,14.161198179307897,11.809725549504117,16.512670809111675,Child,Change in BMI,Overweight
F,19.8,9.4,10,14.521808818119705,TRUE,70,29.200000000000003,14.169955763904298,11.78028799923446,16.559623528574136,Child,Change in BMI,Overweight
F,19.8,9.5,10,14.521808818119705,TRUE,70,29.3,14.17729457776164,11.749209104733826,16.605380050789453,Child,Change in BMI,Overweight
F,19.8,9.600000000000001,10,14.521808818119705,TRUE,70,29.400000000000002,14.183229448511401,11.716505069341391,16.64995382768141,Child,Change in BMI,Overweight
F,19.8,9.700000000000001,10,14.521808818119705,TRUE,70,29.5,14.187775114920976,11.682191794798849,16.693358435043105,Child,Change in BMI,Overweight
F,19.8,9.8,10,14.521808818119705,TRUE,70,29.6,14.190946226893725,11.646284881202938,16.735607572584513,Child,Change in BMI,Overweight
F,19.8,9.9,10,14.521808818119705,TRUE,70,29.700000000000003,14.192757345468927,11.608799627036348,16.776715063901506,Child,Change in BMI,Overweight
F,19.8,10,10,14.521808818119705,TRUE,70,29.8,14.193222942821787,11.569751029276684,16.81669485636689,Child,Change in BMI,Overweight
F,19.8,10.100000000000001,10,14.521808818119705,TRUE,70,29.900000000000002,14.192357402263475,11.52915378358333,16.855561020943618,Child,Change in BMI,Overweight
F,19.8,10.200000000000001,10,14.521808818119705,TRUE,70,30,14.190175018241085,11.48702228456237,16.8933277519198,Child,Change in BMI,Overweight
F,19.8,10.3,10,14.521808818119705,TRUE,70,30.1,14.186689996337632,11.443370626110184,16.93000936656508,Child,Change in BMI,Overweight
F,19.8,10.4,10,14.521808818119705,TRUE,70,30.200000000000003,14.181916453272088,11.398212601836539,16.965620304707635,Child,Change in BMI,Overweight
F,19.8,10.5,10,14.521808818119705,TRUE,70,30.3,14.175868416899354,11.351561705568049,17.00017512823066,Child,Change in BMI,Overweight
F,19.8,10.600000000000001,10,14.521808818119705,TRUE,70,30.400000000000002,14.168559826210254,11.303431131933289,17.033688520487217,Child,Change in BMI,Overweight
F,19.8,10.700000000000001,10,14.521808818119705,TRUE,70,30.5,14.160004531331575,11.253833777030922,17.06617528563223,Child,Change in BMI,Overweight
F,19.8,10.8,10,14.521808818119705,TRUE,70,30.6,14.150216293526015,11.20278223918216,17.09765034786987,Child,Change in BMI,Overweight
F,19.8,10.9,10,14.521808818119705,TRUE,70,30.700000000000003,14.139208785192228,11.150288819769301,17.128128750615154,Child,Change in BMI,Overweight
F,19.8,11,10,14.521808818119705,TRUE,70,30.8,14.12699558986478,11.096365524161804,17.157625655567756,Child,Change in BMI,Overweight
