sex,init_bmi,chng_bmi,age,n_microbiol,pancreatic_enzyme_suppl,lag_fev,lag_bmi,pred,lower,upper,ageg,vary,weight_cat
F,15,0.6000000000000001,40,14.521808818119705,TRUE,66,15.6,-3.6803694187301885,-4.168662943512135,-3.1920758939482416,Adult,Change in BMI,Underweight
F,15,0.7000000000000001,40,14.521808818119705,TRUE,66,15.7,-3.453601936153698,-3.9219941505443616,-2.9852097217630345,Adult,Change in BMI,Underweight
F,15,0.8,40,14.521808818119705,TRUE,66,15.8,-3.2232914816706457,-3.673753054900207,-2.7728299084410843,Adult,Change in BMI,Underweight
F,15,0.9,40,14.521808818119705,TRUE,66,15.9,-2.9896091909262275,-3.42397175534618,-2.5552466265062748,Adult,Change in BMI,Underweight
F,15,1,40,14.521808818119705,TRUE,66,16,-2.7527324194920255,-3.172687227908239,-2.332777611075812,Adult,Change in BMI,Underweight
F,15,1.1,40,14.521808818119705,TRUE,66,16.1,-2.5128447428660134,-2.9199446024573237,-2.105744883274703,Adult,Change in BMI,Underweight
F,15,1.2000000000000002,40,14.521808818119705,TRUE,66,16.2,-2.2701359564725627,-2.665800502796747,-1.8744714101483786,Adult,Change in BMI,Underweight
F,15,1.3,40,14.521808818119705,TRUE,66,16.3,-2.0248020756624237,-2.410326227965445,-1.6392779233594021,Adult,Change in BMI,Underweight
F,15,1.4000000000000001,40,14.521808818119705,TRUE,66,16.4,-1.7770453357127511,-2.1536105678851714,-1.4004801035403311,Adult,Change in BMI,Underweight
F,15,1.5,40,14.521808818119705,TRUE,66,16.5,-1.5270741918270838,-1.8957620821195194,-1.1583863015346483,Adult,Change in BMI,Underweight
F,15,1.6,40,14.521808818119705,TRUE,66,16.6,-1.2751033191353522,-1.6369107178900248,-0.9132959203806796,Adult,Change in BMI,Underweight
F,15,1.7000000000000002,40,14.521808818119705,TRUE,66,16.7,-1.0213536126938867,-1.3772086937930863,-0.6654985315946871,Adult,Change in BMI,Underweight
F,15,1.8,40,14.521808818119705,TRUE,66,16.8,-0.7660521874853943,-1.1168306221246231,-0.4152737528461653,Adult,Change in BMI,Underweight
F,15,1.9000000000000001,40,14.521808818119705,TRUE,66,16.9,-0.5094323784189901,-0.8559728819230852,-0.16289187491489504,Adult,Change in BMI,Underweight
F,15,2,40,14.521808818119705,TRUE,66,17,-0.25173374033016616,-0.5948522866930708,0.09138480603273852,Adult,Change in BMI,Underweight
F,15,2.1,40,14.521808818119705,TRUE,66,17.1,0.00679795201918576,-0.3337041175034936,0.3473000215418651,Adult,Change in BMI,Underweight
F,15,2.2,40,14.521808818119705,TRUE,66,17.2,0.265910703940783,-0.07277961677134276,0.6046010246529088,Adult,Change in BMI,Underweight
F,15,2.3000000000000003,40,14.521808818119705,TRUE,66,17.3,0.5253463008199557,0.1876569372809474,0.8630356643589641,Adult,Change in BMI,Underweight
F,15,2.4000000000000004,40,14.521808818119705,TRUE,66,17.4,0.7848403081156329,0.44733143068217585,1.12234918554909,Adult,Change in BMI,Underweight
F,15,2.5,40,14.521808818119705,TRUE,66,17.5,1.0441220713603654,0.7059632210520304,1.3822809216687004,Adult,Change in BMI,Underweight
F,15,2.6,40,14.521808818119705,TRUE,66,17.6,1.3029147161603056,0.9632683697960562,1.642561062524555,Adult,Change in BMI,Underweight
F,15,2.7,40,14.521808818119705,TRUE,66,17.7,1.5609351481952087,1.2189626144884698,1.9029076819019477,Adult,Change in BMI,Underweight
F,15,2.8000000000000003,40,14.521808818119705,TRUE,66,17.8,1.8178940532184527,1.4727639121209606,2.1630241943159447,Adult,Change in BMI,Underweight
F,15,2.9000000000000004,40,14.521808818119705,TRUE,66,17.9,2.073495897057007,1.7243944183038735,2.422597375810141,Adult,Change in BMI,Underweight
F,15,3,40,14.521808818119705,TRUE,66,18,2.327438925611462,1.9735818180628142,2.68129603316011,Adult,Change in BMI,Underweight
F,15,3.1,40,14.521808818119705,TRUE,66,18.1,2.5794151648560146,2.2200599834803683,2.938770346231661,Adult,Change in BMI,Underweight
F,15,3.2,40,14.521808818119705,TRUE,66,18.2,2.8291104208384663,2.463568992533048,3.1946518491438844,Adult,Change in BMI,Underweight
F,15,3.3000000000000003,40,14.521808818119705,TRUE,66,18.3,3.076204279680232,2.7038545926725557,3.4485539666879084,Adult,Change in BMI,Underweight
F,15,3.4000000000000004,40,14.521808818119705,TRUE,66,18.4,3.320370107576327,2.940667225255268,3.700072989897386,Adult,Change in BMI,Underweight
F,15,3.5,40,14.521808818119705,TRUE,66,18.5,3.5612750507953836,3.173760740178844,3.948789361411923,Adult,Change in BMI,Underweight
F,15,3.6,40,14.521808818119705,TRUE,66,18.6,3.7985800356796413,3.402890925474053,4.1942691458852295,Adult,Change in BMI,Underweight
F,15,3.7,40,14.521808818119705,TRUE,66,18.7,4.031939768644944,3.6278139584788103,4.4360655788110765,Adult,Change in BMI,Underweight
F,15,3.8000000000000003,40,14.521808818119705,TRUE,66,18.8,4.261002736180746,3.8482848591754877,4.6737206131860045,Adult,Change in BMI,Underweight
F,15,3.9000000000000004,40,14.521808818119705,TRUE,66,18.9,4.485411204850109,4.0640559975743225,4.906766412125896,Adult,Change in BMI,Underweight
F,15,4,40,14.521808818119705,TRUE,66,19,4.704801221289708,4.274875679642721,5.134726762936695,Adult,Change in BMI,Underweight
F,15,4.1000000000000005,40,14.521808818119705,TRUE,66,19.1,4.918802612209819,4.480486812518758,5.35711841190088,Adult,Change in BMI,Underweight
F,15,4.2,40,14.521808818119705,TRUE,66,19.2,5.127038984394334,4.680625630383269,5.5734523384053984,Adult,Change in BMI,Underweight
F,15,4.3,40,14.521808818119705,TRUE,66,19.3,5.329127724700749,4.875020447027768,5.78323500237373,Adult,Change in BMI,Underweight
F,15,4.4,40,14.521808818119705,TRUE,66,19.4,5.524680000060172,5.063390388762557,5.985969611357787,Adult,Change in BMI,Underweight
F,15,4.5,40,14.521808818119705,TRUE,66,19.5,5.713300757477311,5.245444050426206,6.181157464528416,Adult,Change in BMI,Underweight
F,15,4.6000000000000005,40,14.521808818119705,TRUE,66,19.6,5.894588724030495,5.420878006337527,6.368299441723463,Adult,Change in BMI,Underweight
F,15,4.7,40,14.521808818119705,TRUE,66,19.7,6.068136406871651,5.58937509554407,6.546897718199232,Adult,Change in BMI,Underweight
F,15,4.800000000000001,40,14.521808818119705,TRUE,66,19.8,6.233530093226321,5.750602385211086,6.716457801241556,Adult,Change in BMI,Underweight
F,15,4.9,40,14.521808818119705,TRUE,66,19.9,6.390349850393651,5.90420869612223,6.8764910046650725,Adult,Change in BMI,Underweight
F,15,5,40,14.521808818119705,TRUE,66,20,6.538169525746396,6.049821548909956,7.026517502582835,Adult,Change in BMI,Underweight
F,15,5.1000000000000005,40,14.521808818119705,TRUE,66,20.1,6.676556746730925,6.187043358173279,7.166070135288571,Adult,Change in BMI,Underweight
F,15,5.2,40,14.521808818119705,TRUE,66,20.2,6.805072920867213,6.315446664554423,7.294699177180003,Adult,Change in BMI,Underweight
F,15,5.300000000000001,40,14.521808818119705,TRUE,66,20.3,6.9232732357488365,6.434568154963839,7.411978316533834,Adult,Change in BMI,Underweight
F,15,5.4,40,14.521808818119705,TRUE,66,20.4,7.030724680023749,6.543914910384164,7.517534449663334,Adult,Change in BMI,Underweight
F,15,5.5,40,14.521808818119705,TRUE,66,20.5,7.127297897385075,6.64318208631353,7.61141370845662,Adult,Change in BMI,Underweight
F,15,5.6000000000000005,40,14.521808818119705,TRUE,66,20.6,7.213142664903475,6.732244991820037,7.6940403379869124,Adult,Change in BMI,Underweight
F,15,5.7,40,14.521808818119705,TRUE,66,20.7,7.288454379932492,6.810989430828064,7.765919329036921,Adult,Change in BMI,Underweight
F,15,5.800000000000001,40,14.521808818119705,TRUE,66,20.8,7.3534666028774724,6.879311850374042,7.827621355380903,Adult,Change in BMI,Underweight
F,15,5.9,40,14.521808818119705,TRUE,66,20.9,7.408451057195594,6.937128115267346,7.8797739991238425,Adult,Change in BMI,Underweight
F,15,6,40,14.521808818119705,TRUE,66,21,7.453717629395829,6.984385865562245,7.923049393229413,Adult,Change in BMI,Underweight
F,15,6.1000000000000005,40,14.521808818119705,TRUE,66,21.1,7.489614369038989,7.021080581911539,7.958148156166439,Adult,Change in BMI,Underweight
F,15,6.2,40,14.521808818119705,TRUE,66,21.2,7.516527488737687,7.047274767168491,7.985780210306882,Adult,Change in BMI,Underweight
F,15,6.300000000000001,40,14.521808818119705,TRUE,66,21.3,7.534881364156356,7.0631187440184195,8.006643984294293,Adult,Change in BMI,Underweight
F,15,6.4,40,14.521808818119705,TRUE,66,21.4,7.545138534011243,7.068870716968682,8.021406351053804,Adult,Change in BMI,Underweight
F,15,6.5,40,14.521808818119705,TRUE,66,21.5,7.547799700070408,7.06491330997216,8.030686090168658,Adult,Change in BMI,Underweight
F,15,6.6000000000000005,40,14.521808818119705,TRUE,66,21.6,7.543403727153734,7.051764070099878,8.03504338420759,Adult,Change in BMI,Underweight
F,15,6.7,40,14.521808818119705,TRUE,66,21.7,7.532527643132916,7.030078464600699,8.034976821665133,Adult,Change in BMI,Underweight
F,15,6.800000000000001,40,14.521808818119705,TRUE,66,21.8,7.515786638931457,7.000645384386898,8.030927893476017,Adult,Change in BMI,Underweight
F,15,6.9,40,14.521808818119705,TRUE,66,21.9,7.4938340685246985,6.964376572391342,8.023291564658054,Adult,Change in BMI,Underweight
F,15,7,40,14.521808818119705,TRUE,66,22,7.467361448939758,6.9222922525710215,8.012430645308493,Adult,Change in BMI,Underweight
F,15,7.1000000000000005,40,14.521808818119705,TRUE,66,22.1,7.437098460255614,6.8755053661500725,7.998691554361155,Adult,Change in BMI,Underweight
F,15,7.2,40,14.521808818119705,TRUE,66,22.2,7.403812945603037,6.825206362441685,7.982419528764389,Adult,Change in BMI,Underweight
F,15,7.300000000000001,40,14.521808818119705,TRUE,66,22.3,7.368310911164605,6.772649744653869,7.963972077675342,Adult,Change in BMI,Underweight
F,15,7.4,40,14.521808818119705,TRUE,66,22.4,7.331436526174734,6.719142822672883,7.943730229676585,Adult,Change in BMI,Underweight
F,15,7.5,40,14.521808818119705,TRUE,66,22.5,7.293965582050891,6.665897885325563,7.922033278776219,Adult,Change in BMI,Underweight
F,15,7.6000000000000005,40,14.521808818119705,TRUE,66,22.6,7.25614275284205,6.613411929682552,7.898873576001547,Adult,Change in BMI,Underweight
F,15,7.7,40,14.521808818119705,TRUE,66,22.7,7.218027815595636,6.561895369730317,7.874160261460954,Adult,Change in BMI,Underweight
F,15,7.800000000000001,40,14.521808818119705,TRUE,66,22.8,7.179670797538008,6.5115033712407495,7.847838223835266,Adult,Change in BMI,Underweight
F,15,7.9,40,14.521808818119705,TRUE,66,22.9,7.141112069965371,6.462342693926134,7.819881446004608,Adult,Change in BMI,Underweight
F,15,8,40,14.521808818119705,TRUE,66,23,7.102382348243736,6.414477047053051,7.79028764943442,Adult,Change in BMI,Underweight
F,15,8.1,40,14.521808818119705,TRUE,66,23.1,7.063502691808969,6.367931329327778,7.75907405429016,Adult,Change in BMI,Underweight
F,15,8.200000000000001,40,14.521808818119705,TRUE,66,23.200000000000003,7.024484504166749,6.32269498286963,7.726274025463868,Adult,Change in BMI,Underweight
F,15,8.3,40,14.521808818119705,TRUE,66,23.3,6.985329532892592,6.278724661467287,7.691934404317898,Adult,Change in BMI,Underweight
F,15,8.4,40,14.521808818119705,TRUE,66,23.4,6.9460298696318334,6.235946384124594,7.656113355139073,Adult,Change in BMI,Underweight
F,15,8.5,40,14.521808818119705,TRUE,66,23.5,6.906567950099638,6.1942573203608555,7.61887857983842,Adult,Change in BMI,Underweight
F,15,8.6,40,14.521808818119705,TRUE,66,23.6,6.8669165540810075,6.1535273350681745,7.580305773093841,Adult,Change in BMI,Underweight
F,15,8.700000000000001,40,14.521808818119705,TRUE,66,23.700000000000003,6.827038805430773,6.1136004076954995,7.540477203166046,Adult,Change in BMI,Underweight
F,15,8.8,40,14.521808818119705,TRUE,66,23.8,6.786888172073583,6.074296032107459,7.499480312039707,Adult,Change in BMI,Underweight
F,15,8.9,40,14.521808818119705,TRUE,66,23.9,6.746408466003922,6.0354106981542754,7.457406233853569,Adult,Change in BMI,Underweight
F,15,9,40,14.521808818119705,TRUE,66,24,6.705533843286103,5.996719551868415,7.414348134703792,Adult,Change in BMI,Underweight
F,15,9.1,40,14.521808818119705,TRUE,66,24.1,6.664188804054264,5.957978325926618,7.370399282181911,Adult,Change in BMI,Underweight
F,15,9.200000000000001,40,14.521808818119705,TRUE,66,24.200000000000003,6.622288192512381,5.918925622818545,7.325650762206218,Adult,Change in BMI,Underweight
F,15,9.3,40,14.521808818119705,TRUE,66,24.3,6.579737196934251,5.879285617005655,7.280188776862847,Adult,Change in BMI,Underweight
F,15,9.4,40,14.521808818119705,TRUE,66,24.4,6.536431349663499,5.838771216277709,7.23409148304929,Adult,Change in BMI,Underweight
F,15,9.5,40,14.521808818119705,TRUE,66,24.5,6.492256527113578,5.797087684280799,7.187425369946357,Adult,Change in BMI,Underweight
F,15,9.600000000000001,40,14.521808818119705,TRUE,66,24.6,6.447088949767777,5.753936675189276,7.140241224346278,Adult,Change in BMI,Underweight
F,15,9.700000000000001,40,14.521808818119705,TRUE,66,24.700000000000003,6.400795182179205,5.709020569763832,7.092569794594577,Adult,Change in BMI,Underweight
F,15,9.8,40,14.521808818119705,TRUE,66,24.8,6.353232132970812,5.662046935082878,7.044417330858747,Adult,Change in BMI,Underweight
F,15,9.9,40,14.521808818119705,TRUE,66,24.9,6.304247054835359,5.61273286714659,6.995761242524127,Adult,Change in BMI,Underweight
F,15,10,40,14.521808818119705,TRUE,66,25,6.253691229992512,5.560827746956307,6.946554713028717,Adult,Change in BMI,Underweight
F,15,10.100000000000001,40,14.521808818119705,TRUE,66,25.1,6.201534333622255,5.506268201013854,6.896800466230656,Adult,Change in BMI,Underweight
F,15,10.200000000000001,40,14.521808818119705,TRUE,66,25.200000000000003,6.147812168447456,5.4490922037028495,6.8465321331920626,Adult,Change in BMI,Underweight
F,15,10.3,40,14.521808818119705,TRUE,66,25.3,6.092560966055007,5.389344597313081,6.7957773347969335,Adult,Change in BMI,Underweight
F,15,10.4,40,14.521808818119705,TRUE,66,25.4,6.035816735685245,5.327075887039188,6.744557584331302,Adult,Change in BMI,Underweight
F,15,10.5,40,14.521808818119705,TRUE,66,25.5,5.977615264231965,5.262341831945982,6.692888696517949,Adult,Change in BMI,Underweight
F,15,10.600000000000001,40,14.521808818119705,TRUE,66,25.6,5.9179921162424245,5.195202938355852,6.640781294128997,Adult,Change in BMI,Underweight
F,15,10.700000000000001,40,14.521808818119705,TRUE,66,25.700000000000003,5.856982633917333,5.125723880531723,6.5882413873029435,Adult,Change in BMI,Underweight
F,15,10.8,40,14.521808818119705,TRUE,66,25.8,5.79462193711086,5.053972874923784,6.5352709992979365,Adult,Change in BMI,Underweight
F,15,10.9,40,14.521808818119705,TRUE,66,25.9,5.730944923330627,4.980021033680691,6.481868812980563,Adult,Change in BMI,Underweight
F,15,11,40,14.521808818119705,TRUE,66,26,5.665986267737704,4.903941720917544,6.428030814557864,Adult,Change in BMI,Underweight
F,15,11.100000000000001,40,14.521808818119705,TRUE,66,26.1,5.599780423146639,4.8258099318309995,6.373750914462278,Adult,Change in BMI,Underweight
F,15,11.200000000000001,40,14.521808818119705,TRUE,66,26.200000000000003,5.532361620025407,4.745701710647066,6.319021529403748,Adult,Change in BMI,Underweight
F,15,11.3,40,14.521808818119705,TRUE,66,26.3,5.463763866495475,4.6636936190436,6.2638341139473495,Adult,Change in BMI,Underweight
F,15,11.4,40,14.521808818119705,TRUE,66,26.4,5.394020948331739,4.579862262491939,6.208179634171539,Adult,Change in BMI,Underweight
F,15,11.5,40,14.521808818119705,TRUE,66,26.5,5.32316642896254,4.494283878193865,6.152048979731214,Adult,Change in BMI,Underweight
F,15,11.600000000000001,40,14.521808818119705,TRUE,66,26.6,5.251233649469718,4.407033985122446,6.09543331381699,Adult,Change in BMI,Underweight
F,15,11.700000000000001,40,14.521808818119705,TRUE,66,26.700000000000003,5.178255728588534,4.318187094183973,6.0383243629930945,Adult,Change in BMI,Underweight
F,15,11.8,40,14.521808818119705,TRUE,66,26.8,5.104265562707722,4.2278164747008224,5.980714650714622,Adult,Change in BMI,Underweight
F,15,11.9,40,14.521808818119705,TRUE,66,26.9,5.029295825869464,4.135993972212875,5.922597679526053,Adult,Change in BMI,Underweight
F,15,12,40,14.521808818119705,TRUE,66,27,4.953378969769393,4.0427898719206405,5.863968067618145,Adult,Change in BMI,Underweight
F,15,12.100000000000001,40,14.521808818119705,TRUE,66,27.1,4.876547223756615,3.9482728018422892,5.804821645670941,Adult,Change in BMI,Underweight
F,15,12.200000000000001,40,14.521808818119705,TRUE,66,27.200000000000003,4.798832594833682,3.8525096698269383,5.745155519840425,Adult,Change in BMI,Underweight
F,15,12.3,40,14.521808818119705,TRUE,66,27.3,4.720266867656594,3.755565628864162,5.684968106449026,Adult,Change in BMI,Underweight
F,15,12.4,40,14.521808818119705,TRUE,66,27.4,4.640881604534832,3.6575040655738684,5.624259143495796,Adult,Change in BMI,Underweight
F,15,12.5,40,14.521808818119705,TRUE,66,27.5,4.560708145431304,3.558386607287311,5.563029683575298,Adult,Change in BMI,Underweight
F,15,12.600000000000001,40,14.521808818119705,TRUE,66,27.6,4.4797776079623866,3.45827314368977,5.5012820722350035,Adult,Change in BMI,Underweight
F,15,12.700000000000001,40,14.521808818119705,TRUE,66,27.700000000000003,4.398120887397924,3.3572218595518497,5.439019915243998,Adult,Change in BMI,Underweight
F,15,12.8,40,14.521808818119705,TRUE,66,27.8,4.315768656661201,3.255289275606069,5.3762480377163335,Adult,Change in BMI,Underweight
F,15,12.9,40,14.521808818119705,TRUE,66,27.9,4.232751366328967,3.15253029511296,5.312972437544973,Adult,Change in BMI,Underweight
F,15,13,40,14.521808818119705,TRUE,66,28,4.149099244631415,3.048998254098075,5.249200235164755,Adult,Change in BMI,Underweight
F,15,13.100000000000001,40,14.521808818119705,TRUE,66,28.1,4.064842297452209,2.9447449736257227,5.184939621278696,Adult,Change in BMI,Underweight
F,15,13.200000000000001,40,14.521808818119705,TRUE,66,28.200000000000003,3.9800103083284664,2.8398208128069395,5.120199803849993,Adult,Change in BMI,Underweight
F,15,13.3,40,14.521808818119705,TRUE,66,28.3,3.894632838450759,2.734274721521528,5.05499095537999,Adult,Change in BMI,Underweight
F,15,13.4,40,14.521808818119705,TRUE,66,28.4,3.8087392266631106,2.6281542920708167,4.9893241612554045,Adult,Change in BMI,Underweight
F,15,13.5,40,14.521808818119705,TRUE,66,28.5,3.722358589462999,2.521505809174171,4.923211369751828,Adult,Change in BMI,Underweight
F,15,13.600000000000001,40,14.521808818119705,TRUE,66,28.6,3.6355198210013713,2.4143742978831666,4.856665344119576,Adult,Change in BMI,Underweight
F,15,13.700000000000001,40,14.521808818119705,TRUE,66,28.700000000000003,3.54825159308262,2.3068035691176663,4.789699617047574,Adult,Change in BMI,Underweight
F,15,13.8,40,14.521808818119705,TRUE,66,28.8,3.4605823551646027,2.198836262632577,4.722328447696628,Adult,Change in BMI,Underweight
F,15,13.9,40,14.521808818119705,TRUE,66,28.9,3.3725403343586233,2.0905138873065083,4.654566781410738,Adult,Change in BMI,Underweight
F,15,14,40,14.521808818119705,TRUE,66,29,3.2841535354294393,1.9818768587082265,4.586430212150653,Adult,Change in BMI,Underweight
F,15,14.100000000000001,40,14.521808818119705,TRUE,66,29.1,3.1954497407952784,1.8729645339463348,4.517934947644222,Adult,Change in BMI,Underweight
F,15,14.200000000000001,40,14.521808818119705,TRUE,66,29.200000000000003,3.106456510527815,1.7638152438450367,4.449097777210593,Adult,Change in BMI,Underweight
F,15,14.3,40,14.521808818119705,TRUE,66,29.3,3.0172011823521845,1.6544663225166625,4.3799360421877065,Adult,Change in BMI,Underweight
F,15,14.4,40,14.521808818119705,TRUE,66,29.4,2.9277108716469744,1.5449541344213085,4.31046760887264,Adult,Change in BMI,Underweight
F,15,14.5,40,14.521808818119705,TRUE,66,29.5,2.8380124714442263,1.435314099017661,4.240710843870792,Adult,Change in BMI,Underweight
F,15,14.600000000000001,40,14.521808818119705,TRUE,66,29.6,2.7481326524294514,1.3255807131177564,4.170684591741146,Adult,Change in BMI,Underweight
F,15,14.700000000000001,40,14.521808818119705,TRUE,66,29.700000000000003,2.658097862941592,1.2157875710633907,4.100408154819793,Adult,Change in BMI,Underweight
F,15,14.8,40,14.521808818119705,TRUE,66,29.8,2.5679343289730707,1.1059673828441474,4.029901275101994,Adult,Change in BMI,Underweight
F,15,14.9,40,14.521808818119705,TRUE,66,29.9,2.477668054169759,0.996151990276706,3.9591841180628116,Adult,Change in BMI,Underweight
F,15,15,40,14.521808818119705,TRUE,66,30,2.3873248198309795,0.8863723813637867,3.8882772582981726,Adult,Change in BMI,Underweight
F,15,15.100000000000001,40,14.521808818119705,TRUE,66,30.1,2.2969301849095136,0.7766587029482186,3.8172016668708086,Adult,Change in BMI,Underweight
F,15,15.200000000000001,40,14.521808818119705,TRUE,66,30.200000000000003,2.206509486011603,0.6670402717742543,3.7459787002489517,Adult,Change in BMI,Underweight
F,15,15.3,40,14.521808818119705,TRUE,66,30.3,2.116087837396938,0.5575455840643815,3.674630090729494,Adult,Change in BMI,Underweight
F,15,15.4,40,14.521808818119705,TRUE,66,30.4,2.025690130978675,0.44820232371588076,3.603177938241469,Adult,Change in BMI,Underweight
F,15,15.5,40,14.521808818119705,TRUE,66,30.5,1.9353410363234176,0.3390373692171391,3.531644703429696,Adult,Change in BMI,Underweight
F,15,15.600000000000001,40,14.521808818119705,TRUE,66,30.6,1.8450650006512248,0.2300767993799131,3.4600532019225367,Adult,Change in BMI,Underweight
F,15,15.700000000000001,40,14.521808818119705,TRUE,66,30.700000000000003,1.7548862488356218,0.12134589797973439,3.3884265996915093,Adult,Change in BMI,Underweight
F,15,15.8,40,14.521808818119705,TRUE,66,30.8,1.664828783403589,0.01286915739320893,3.3167884094139692,Adult,Change in BMI,Underweight
F,15,15.9,40,14.521808818119705,TRUE,66,30.9,1.5749163845355432,-0.09532971868231432,3.245162487753401,Adult,Change in BMI,Underweight
F,15,16,40,14.521808818119705,TRUE,66,31,1.485172610065381,-0.203227813343978,3.17357303347474,Adult,Change in BMI,Underweight
F,15,16.1,40,14.521808818119705,TRUE,66,31.1,1.3956207954804423,-0.31080299535360156,3.102044586314486,Adult,Change in BMI,Underweight
F,15,16.2,40,14.521808818119705,TRUE,66,31.2,1.3062840539215386,-0.4180339186846469,3.030602026527724,Adult,Change in BMI,Underweight
F,15,16.3,40,14.521808818119705,TRUE,66,31.3,1.2171852761829132,-0.5249000226698199,2.9592705750356463,Adult,Change in BMI,Underweight
F,15,16.400000000000002,40,14.521808818119705,TRUE,66,31.400000000000002,1.1283471307122863,-0.6313815326742185,2.888075794098791,Adult,Change in BMI,Underweight
F,15,16.5,40,14.521808818119705,TRUE,66,31.5,1.039792063610823,-0.7374594612202254,2.8170435884418716,Adult,Change in BMI,Underweight
F,15,16.6,40,14.521808818119705,TRUE,66,31.6,0.9515422986331515,-0.8431156094906901,2.7462002067569933,Adult,Change in BMI,Underweight
F,15,16.7,40,14.521808818119705,TRUE,66,31.7,0.8636198371873534,-0.9483325691373969,2.6755722435121037,Adult,Change in BMI,Underweight
F,15,16.8,40,14.521808818119705,TRUE,66,31.8,0.7760464583349579,-1.0530937243217218,2.6051866409916378,Adult,Change in BMI,Underweight
F,15,16.900000000000002,40,14.521808818119705,TRUE,66,31.900000000000002,0.6888437187909603,-1.157383253914059,2.5350706914959797,Adult,Change in BMI,Underweight
F,15,17,40,14.521808818119705,TRUE,66,32,0.6020329529238244,-1.2611861337780887,2.465252039625738,Adult,Change in BMI,Underweight
F,15,17.1,40,14.521808818119705,TRUE,66,32.1,0.5156352727554365,-1.364488139065185,2.395758684576058,Adult,Change in BMI,Underweight
F,15,17.2,40,14.521808818119705,TRUE,66,32.2,0.4296715679611713,-1.4672758464431048,2.3266189823654475,Adult,Change in BMI,Underweight
F,15,17.3,40,14.521808818119705,TRUE,66,32.3,0.3441625058698491,-1.569536636182351,2.2578616479220495,Adult,Change in BMI,Underweight
F,15,17.400000000000002,40,14.521808818119705,TRUE,66,32.400000000000006,0.25912853146372816,-1.671258694022098,2.1895157569495542,Adult,Change in BMI,Underweight
F,15,17.5,40,14.521808818119705,TRUE,66,32.5,0.17458986737855986,-1.7724310127363654,2.121610747493485,Adult,Change in BMI,Underweight
F,15,17.6,40,14.521808818119705,TRUE,66,32.6,0.09056651390351111,-1.8730433933202155,2.054176421127238,Adult,Change in BMI,Underweight
F,15,17.7,40,14.521808818119705,TRUE,66,32.7,0.007078248981237767,-1.9730864457139765,1.987242943676452,Adult,Change in BMI,Underweight
F,15,17.8,40,14.521808818119705,TRUE,66,32.8,-0.07585537179215796,-2.0725515889831208,1.920840845398805,Adult,Change in BMI,Underweight
F,15,17.900000000000002,40,14.521808818119705,TRUE,66,32.900000000000006,-0.15821501516714476,-2.171431050870063,1.8550010205357736,Adult,Change in BMI,Underweight
F,15,18,40,14.521808818119705,TRUE,66,33,-0.23998157024067535,-2.2697178666336373,1.7897547261522866,Adult,Change in BMI,Underweight
F,15,18.1,40,14.521808818119705,TRUE,66,33.1,-0.3211361484563038,-2.3674058770921254,1.7251335801795178,Adult,Change in BMI,Underweight
F,15,18.2,40,14.521808818119705,TRUE,66,33.2,-0.4016600836041093,-2.4644897257850626,1.6611695585768442,Adult,Change in BMI,Underweight
F,15,18.3,40,14.521808818119705,TRUE,66,33.3,-0.4815349318206976,-2.5609648551703437,1.5978949915289486,Adult,Change in BMI,Underweight
F,15,18.400000000000002,40,14.521808818119705,TRUE,66,33.400000000000006,-0.5607424715892475,-2.656827501773916,1.535342558595421,Adult,Change in BMI,Underweight
F,15,18.5,40,14.521808818119705,TRUE,66,33.5,-0.6392647037394552,-2.752074690210991,1.4735452827320807,Adult,Change in BMI,Underweight
F,15,18.6,40,14.521808818119705,TRUE,66,33.6,-0.7170838514475772,-2.846704226000475,1.4125365231053204,Adult,Change in BMI,Underweight
F,15,18.7,40,14.521808818119705,TRUE,66,33.7,-0.7941823602364129,-2.9407146870970786,1.3523499666242529,Adult,Change in BMI,Underweight
F,15,18.8,40,14.521808818119705,TRUE,66,33.8,-0.8705428979752832,-3.034105414069863,1.2930196181192966,Adult,Change in BMI,Underweight
F,15,18.900000000000002,40,14.521808818119705,TRUE,66,33.900000000000006,-0.9461483548800973,-3.1268764988607813,1.2345797891005867,Adult,Change in BMI,Underweight
F,15,19,40,14.521808818119705,TRUE,66,34,-1.0209818435132612,-3.2190287720623196,1.177065085035797,Adult,Change in BMI,Underweight
F,15,19.1,40,14.521808818119705,TRUE,66,34.1,-1.0950266987837516,-3.310563788660649,1.1205103910931458,Adult,Change in BMI,Underweight
F,15,19.200000000000003,40,14.521808818119705,TRUE,66,34.2,-1.168266477947086,-3.4014838121978292,1.0649508563036574,Adult,Change in BMI,Underweight
F,15,19.3,40,14.521808818119705,TRUE,66,34.3,-1.240684960605316,-3.491791797315842,1.0104218761052097,Adult,Change in BMI,Underweight
F,15,19.400000000000002,40,14.521808818119705,TRUE,66,34.400000000000006,-1.3122661487070606,-3.581491370654841,0.9569590732407196,Adult,Change in BMI,Underweight
F,15,19.5,40,14.521808818119705,TRUE,66,34.5,-1.3829942665474406,-3.6705868100886128,0.9045982769937315,Adult,Change in BMI,Underweight
F,15,19.6,40,14.521808818119705,TRUE,66,34.6,-1.452853760768161,-3.759083022292369,0.8533755007560466,Adult,Change in BMI,Underweight
F,15,19.700000000000003,40,14.521808818119705,TRUE,66,34.7,-1.521829300357454,-3.846985518649955,0.8033269179350473,Adult,Change in BMI,Underweight
